  STN,YYYYMMDD,   FG,   SP,   DR,   NG 
  215,20180101,   64,    9,   35,    7
  215,20180102,   63,    9,   69,    8
  215,20180103,  114,    3,   29,    8
  215,20180104,   74,    3,   12,    7
  215,20180105,   45,    3,   23,    6
  215,20180106,   27,    9,    0,    8
  215,20180107,   70,   82,    0,    2
  215,20180108,   60,   72,    0,    3
  215,20180109,   37,   23,    0,    8
  215,20180110,   30,    0,   34,    8
  215,20180111,   19,    2,    0,    8
  215,20180112,   21,    0,    0,    8
  215,20180113,   39,    0,    0,    7
  215,20180114,   44,   46,    0,    5
  215,20180115,   82,    0,  109,    8
  215,20180116,   83,   30,   28,    7
  215,20180117,   99,   24,    9,    7
  215,20180118,   86,    7,   69,    8
  215,20180119,   56,   44,   10,    6
  215,20180120,   33,    6,   33,    6
  215,20180121,   42,   21,   47,    6
  215,20180122,   50,    9,   24,    8
  215,20180123,   65,    7,   53,    8
  215,20180124,   90,    2,   51,    8
  215,20180125,   51,   15,    0,    8
  215,20180126,   20,   42,    0,    5
  215,20180127,   60,   23,   34,    7
  215,20180128,   75,   35,    0,    8
  215,20180129,   84,    9,   22,    6
  215,20180130,   30,   66,    0,    7
  215,20180131,   76,    3,   58,    7
  215,20180201,   58,   51,   37,    6
  215,20180202,   53,   31,   37,    7
  215,20180203,   29,    0,   18,    8
  215,20180204,   55,   44,    0,    7
  215,20180205,   50,   41,    0,    5
  215,20180206,   38,   85,    0,    2
  215,20180207,   18,   90,    0,    3
  215,20180208,   32,   58,    0,    7
  215,20180209,   49,    0,   39,    8
  215,20180210,   50,   66,   38,    7
  215,20180211,   90,   47,   39,    7
  215,20180212,   61,   72,    3,    6
  215,20180213,   52,   87,    0,    2
  215,20180214,   65,   78,   10,    4
  215,20180215,   60,   45,   46,    5
  215,20180216,   37,   88,    0,    4
  215,20180217,   18,   51,    0,    4
  215,20180218,   23,   89,    0,    4
  215,20180219,   34,    0,   11,    8
  215,20180220,   25,   16,    0,    6
  215,20180221,   28,   89,    0,    0
  215,20180222,   51,   87,    0,    0
  215,20180223,   55,   73,    0,    2
  215,20180224,   70,   88,    0,    2
  215,20180225,   63,   92,    0,    0
  215,20180226,   53,   86,    0,    3
  215,20180227,   39,   83,    0,    3
  215,20180228,   71,   58,    0,    5
  215,20180301,  103,   37,    0,    8
  215,20180302,   92,   46,    0,    8
  215,20180303,   55,   26,   10,    8
  215,20180304,   45,   46,   52,    7
  215,20180305,   48,   83,    0,    7
  215,20180306,   23,   34,    0,    8
  215,20180307,   32,   13,   11,    7
  215,20180308,   69,   34,   27,    6
  215,20180309,   38,   42,   43,    7
  215,20180310,   42,   10,   65,    8
  215,20180311,   28,   29,   40,    7
  215,20180312,   37,   22,   30,    8
  215,20180313,   49,   15,   71,    8
  215,20180314,   41,   77,    0,    5
  215,20180315,   64,   25,   74,    8
  215,20180316,   59,    0,   51,    8
  215,20180317,   98,    9,    0,    8
  215,20180318,   86,   72,    0,    7
  215,20180319,   65,   88,    0,    3
  215,20180320,   57,   86,    7,    6
  215,20180321,   33,   59,    7,    7
  215,20180322,   52,   12,   56,    8
  215,20180323,   54,    1,    0,    8
  215,20180324,   25,   18,    0,    5
  215,20180325,   29,   45,    0,    7
  215,20180326,   26,   63,    0,    5
  215,20180327,   34,    9,   55,    8
  215,20180328,   38,    0,   90,    8
  215,20180329,   36,   66,   15,    8
  215,20180330,   47,   38,   31,    8
  215,20180331,   19,   14,    3,    6
  215,20180401,   27,    5,   18,    8
  215,20180402,   46,   16,  100,    8
  215,20180403,   56,   31,   56,    7
  215,20180404,   52,   23,   14,    8
  215,20180405,   62,   55,   13,    7
  215,20180406,   58,   91,    0,    7
  215,20180407,   36,   70,    0,    7
  215,20180408,   22,   51,    0,    8
  215,20180409,   37,   11,   11,    8
  215,20180410,   35,   31,   16,    8
  215,20180411,   23,   10,    4,    7
  215,20180412,   37,    5,   16,    5
  215,20180413,   25,   18,    0,    7
  215,20180414,   24,   30,   17,    8
  215,20180415,   23,    8,   34,    8
  215,20180416,   42,   82,    2,    3
  215,20180417,   40,   76,    0,    6
  215,20180418,   26,   89,    0,    4
  215,20180419,   30,   91,    0,    5
  215,20180420,   25,   87,    0,    2
  215,20180421,   29,   91,    0,    2
  215,20180422,   46,   78,    0,    5
  215,20180423,   62,   61,    0,    7
  215,20180424,   68,   13,    4,    8
  215,20180425,   73,   45,   19,    6
  215,20180426,   70,   78,    6,    5
  215,20180427,   34,   19,    8,    8
  215,20180428,   36,   10,    5,    7
  215,20180429,   42,    0,   98,    8
  215,20180430,   46,    0,  162,    8
  215,20180501,   70,   60,   73,    6
  215,20180502,   58,   64,   24,    4
  215,20180503,   28,   92,    0,    1
  215,20180504,   22,   90,    0,    0
  215,20180505,   36,   93,    0,    0
  215,20180506,   30,   92,    0,    0
  215,20180507,   26,   93,    0,    0
  215,20180508,   23,   93,    0,    0
  215,20180509,   27,   85,    0,    4
  215,20180510,   36,   42,    0,    5
  215,20180511,   24,   83,    0,    4
  215,20180512,   30,   37,    0,    7
  215,20180513,   47,    7,    0,    8
  215,20180514,   47,   61,    0,    4
  215,20180515,   39,   88,    0,    0
  215,20180516,   69,   46,    0,    7
  215,20180517,   68,   64,    0,    6
  215,20180518,   43,    3,    0,    8
  215,20180519,   23,    8,    0,    7
  215,20180520,   30,   79,    8,    2
  215,20180521,   38,   75,    0,    6
  215,20180522,   27,   17,   25,    8
  215,20180523,   33,   24,   14,    7
  215,20180524,   31,   19,   23,    8
  215,20180525,   26,   56,    2,    6
  215,20180526,   36,   84,    0,    6
  215,20180527,   38,   38,    6,    6
  215,20180528,   31,   73,    0,    6
  215,20180529,   37,   51,   32,    6
  215,20180530,   25,   51,    8,    5
  215,20180531,   23,   50,   18,    5
  215,20180601,   30,   10,   31,    8
  215,20180602,   31,    1,    4,    8
  215,20180603,   29,   79,    0,    4
  215,20180604,   36,   52,    0,    6
  215,20180605,   50,   47,    0,    4
  215,20180606,   34,   92,    0,    1
  215,20180607,   25,   66,    0,    5
  215,20180608,   32,   10,    0,    8
  215,20180609,   40,   43,    0,    7
  215,20180610,   47,   64,    0,    5
  215,20180611,   37,   74,    0,    6
  215,20180612,   48,   22,    4,    8
  215,20180613,   42,   57,    0,    7
  215,20180614,   49,   20,   19,    8
  215,20180615,   20,   39,    0,    7
  215,20180616,   43,   33,    0,    6
  215,20180617,   60,   21,    8,    8
  215,20180618,   54,   27,   48,    6
  215,20180619,   46,   28,    0,    7
  215,20180620,   45,   45,    0,    4
  215,20180621,   77,   51,    5,    6
  215,20180622,   69,    5,    0,    6
  215,20180623,   39,   48,    0,    7
  215,20180624,   39,   38,    0,    8
  215,20180625,   38,   51,    0,    4
  215,20180626,   41,   91,    0,    6
  215,20180627,   38,   61,    0,    3
  215,20180628,   42,   91,    0,    0
  215,20180629,   46,   93,    0,    0
  215,20180630,   45,   93,    0,    0
  215,20180701,   60,   93,    0,    0
  215,20180702,   57,   93,    0,    0
  215,20180703,   45,   92,    0,    2
  215,20180704,   32,   85,    0,    5
  215,20180705,   30,   87,    0,    2
  215,20180706,   30,   57,    0,    7
  215,20180707,   23,   65,    0,    5
  215,20180708,   30,   83,    0,    1
  215,20180709,   45,   25,    0,    6
  215,20180710,   63,   15,   10,    6
  215,20180711,   44,   62,    0,    4
  215,20180712,   50,   64,    0,    4
  215,20180713,   35,   86,    0,    3
  215,20180714,   27,   92,    0,    0
  215,20180715,   24,   80,    0,    2
  215,20180716,   27,   85,    0,    5
  215,20180717,   42,   82,    0,    2
  215,20180718,   30,   60,    0,    5
  215,20180719,   31,   71,    0,    5
  215,20180720,   33,   81,    0,    6
  215,20180721,   43,   86,    0,    1
  215,20180722,   27,   62,    0,    5
  215,20180723,   16,   92,    0,    1
  215,20180724,   19,   84,    0,    3
  215,20180725,   26,   57,    0,    3
  215,20180726,   24,   78,    5,    4
  215,20180727,   42,   57,    0,    5
  215,20180728,   53,   56,   11,    5
  215,20180729,   47,   27,    8,    8
  215,20180730,   33,   26,    5,    8
  215,20180731,   31,   63,    2,    5
  215,20180801,   20,   70,    0,    4
  215,20180802,   20,   90,    0,    3
  215,20180803,   25,   91,    0,    1
  215,20180804,   42,   65,    0,    6
  215,20180805,   35,   90,    0,    3
  215,20180806,   23,   92,    0,    2
  215,20180807,   20,   62,   15,    4
  215,20180808,   43,   34,    5,    4
  215,20180809,   38,    7,   60,    7
  215,20180810,   57,   44,   74,    7
  215,20180811,   43,   79,    0,    6
  215,20180812,   36,   19,    0,    8
  215,20180813,   33,   16,   25,    8
  215,20180814,   48,   53,    0,    6
  215,20180815,   41,   17,    0,    7
  215,20180816,   43,   20,   11,    7
  215,20180817,   24,   76,    0,    5
  215,20180818,   40,   22,    0,    7
  215,20180819,   52,    5,    0,    8
  215,20180820,   27,   55,    0,    7
  215,20180821,   19,   44,    0,    5
  215,20180822,   28,   52,    0,    4
  215,20180823,   39,    2,   21,    8
  215,20180824,   58,   47,   38,    7
  215,20180825,   43,   46,   55,    6
  215,20180826,   55,   38,   23,    8
  215,20180827,   58,    7,    8,    8
  215,20180828,   19,   17,    0,    6
  215,20180829,   25,    4,   46,    7
  215,20180830,   40,   71,    0,    6
  215,20180831,   14,   67,    2,    4
  215,20180901,   17,   81,    0,    2
  215,20180902,   26,   84,    0,    1
  215,20180903,   33,   10,    4,    7
  215,20180904,   34,   27,    3,    8
  215,20180905,   28,   12,   58,    7
  215,20180906,   30,    5,   32,    8
  215,20180907,   59,   69,   19,    6
  215,20180908,   39,   20,    0,    8
  215,20180909,   40,   31,    0,    8
  215,20180910,   43,   17,    0,    8
  215,20180911,   72,   15,    0,    8
  215,20180912,   33,    2,   35,    8
  215,20180913,   14,   91,    0,    0
  215,20180914,   40,   45,    0,    5
  215,20180915,   40,   74,    0,    7
  215,20180916,   31,   43,    0,    7
  215,20180917,   29,   67,    0,    8
  215,20180918,   60,   83,    0,    3
  215,20180919,   61,   66,    0,    6
  215,20180920,   54,   41,    0,    7
  215,20180921,  103,   45,   28,    7
  215,20180922,   50,    5,   56,    8
  215,20180923,   35,    0,   98,    8
  215,20180924,   48,   69,   13,    4
  215,20180925,   12,   75,    0,    6
  215,20180926,   36,   78,    0,    4
  215,20180927,   25,   90,    0,    1
  215,20180928,   45,   55,    0,    6
  215,20180929,   11,   89,    0,    8
  215,20180930,   34,   66,    4,    5
  215,20181001,   63,   52,   35,    7
  215,20181002,   57,   29,   55,    7
  215,20181003,   44,   56,    0,    7
  215,20181004,   35,   15,    0,    5
  215,20181005,   17,   82,    0,    5
  215,20181006,   34,   66,   23,    6
  215,20181007,   28,   68,    2,    6
  215,20181008,   30,   70,    0,    8
  215,20181009,   23,   76,    0,    7
  215,20181010,   34,   90,    0,    1
  215,20181011,   42,   52,   17,    5
  215,20181012,   50,   70,    0,    7
  215,20181013,   36,   82,    0,    6
  215,20181014,   29,   70,    0,    6
  215,20181015,   24,   48,    0,    6
  215,20181016,   18,   74,    0,    6
  215,20181017,   17,   70,    0,    8
  215,20181018,   33,   63,    6,    7
  215,20181019,   20,   59,    0,    4
  215,20181020,   16,   41,    0,    6
  215,20181021,   26,   15,    0,    7
  215,20181022,   49,   62,   15,    5
  215,20181023,   85,   11,    0,    7
  215,20181024,   58,   15,   12,    8
  215,20181025,   37,    3,    5,    8
  215,20181026,   59,    7,   38,    8
  215,20181027,   28,   26,   43,    6
  215,20181028,   49,   89,    0,    2
  215,20181029,   45,    3,    0,    7
  215,20181030,   58,    0,  159,    8
  215,20181031,   43,   63,    5,    7
  215,20181101,   43,    4,   21,    8
  215,20181102,   40,   78,   10,    4
  215,20181103,   27,   57,    0,    6
  215,20181104,   29,   74,    0,    7
  215,20181105,   35,   45,    0,    7
  215,20181106,   31,   58,    0,    8
  215,20181107,   54,    3,   12,    6
  215,20181108,   40,   87,    0,    3
  215,20181109,   38,   37,    0,    6
  215,20181110,   58,    2,   51,    7
  215,20181111,   56,   18,   17,    8
  215,20181112,   32,   18,   60,    8
  215,20181113,   59,   65,    0,    5
  215,20181114,   33,   84,    0,    8
  215,20181115,   30,   85,    0,    1
  215,20181116,   27,    0,    0,    4
  215,20181117,   45,   86,    0,    0
  215,20181118,   51,   74,    0,    4
  215,20181119,   73,    8,    0,    5
  215,20181120,   70,    0,    3,    8
  215,20181121,   40,   22,    3,    7
  215,20181122,   33,    7,    0,    8
  215,20181123,   32,    6,    0,    7
  215,20181124,   38,    0,    0,    8
  215,20181125,   39,    0,    0,    8
  215,20181126,   41,    0,    0,    8
  215,20181127,   38,    0,    0,    8
  215,20181128,   61,    0,   82,    8
  215,20181129,   69,    7,   78,    8
  215,20181130,   62,   54,    0,    4
  215,20181201,   58,   11,   77,    8
  215,20181202,   73,    0,   54,    8
  215,20181203,   71,   15,   18,    6
  215,20181204,   20,   65,    0,    5
  215,20181205,   37,    0,   54,    8
  215,20181206,   62,    0,   34,    8
  215,20181207,   92,    0,   92,    7
  215,20181208,  101,   22,   31,    8
  215,20181209,   95,   25,   14,    7
  215,20181210,   69,   40,   19,    5
  215,20181211,   31,   79,    5,    6
  215,20181212,   23,   60,    0,    4
  215,20181213,   51,   81,    0,    1
  215,20181214,   31,   79,    0,    5
  215,20181215,   60,   32,   19,    8
  215,20181216,   41,    0,   15,    8
  215,20181217,   42,   26,   46,    8
  215,20181218,   58,   13,    0,    8
  215,20181219,   53,   21,   35,    7
  215,20181220,   66,    0,   21,    8
  215,20181221,   81,    0,   66,    8
  215,20181222,   71,   25,   18,    8
  215,20181223,   34,    0,  114,    8
  215,20181224,   19,   45,    0,    7
  215,20181225,   38,   39,    0,    7
  215,20181226,   33,    0,    0,    8
  215,20181227,   14,   27,    0,    8
  215,20181228,   18,    0,    0,    8
  215,20181229,   64,    0,    2,    8
  215,20181230,   43,    0,   18,    8
  215,20181231,   42,   24,    0,    8
  215,20190101,   72,   17,   19,    7
  215,20190102,   58,    4,    5,    7
  215,20190103,   23,   33,   17,    7
  215,20190104,   44,    0,   10,    8
  215,20190105,   61,    0,    3,    8
  215,20190106,   25,    0,    0,    8
  215,20190107,   58,    0,   15,    8
  215,20190108,  105,   11,   12,    6
  215,20190109,   70,   50,    2,    7
  215,20190110,   20,    0,   46,    8
  215,20190111,   47,   19,   35,    8
  215,20190112,   69,    6,   28,    8
  215,20190113,   81,    0,   43,    7
  215,20190114,   60,   64,   11,    6
  215,20190115,   64,   22,    0,    8
  215,20190116,   73,    0,   70,    8
  215,20190117,   58,   13,   32,    6
  215,20190118,   23,   51,    0,    7
  215,20190119,   39,   85,    0,    6
  215,20190120,   20,   89,    0,    1
  215,20190121,   20,   80,    0,    5
  215,20190122,   53,    0,   42,    8
  215,20190123,   33,   26,    0,    8
  215,20190124,   24,   32,    0,    8
  215,20190125,   50,    0,   41,    8
  215,20190126,   75,    0,   40,    8
  215,20190127,   84,    8,  100,    8
  215,20190128,   83,   26,   56,    6
  215,20190129,   40,   81,    2,    8
  215,20190130,   20,    0,   34,    8
  215,20190131,   39,    6,    3,    6
  215,20190201,   36,    0,   16,    8
  215,20190202,   33,    0,   74,    8
  215,20190203,   29,   82,    0,    2
  215,20190204,   70,    0,   83,    8
  215,20190205,   39,    0,    0,    8
  215,20190206,   51,    0,  152,    8
  215,20190207,   90,   74,   47,    5
  215,20190208,   96,    0,   65,    8
  215,20190209,  104,   78,    2,    5
  215,20190210,   58,    2,  175,    8
  215,20190211,   48,   71,    0,    4
  215,20190212,   46,   65,    0,    8
  215,20190213,   42,   43,    0,    8
  215,20190214,   23,   89,    0,    5
  215,20190215,   21,   91,    0,    0
  215,20190216,   28,   85,    0,    6
  215,20190217,   28,   76,    0,    8
  215,20190218,   31,   77,   15,    7
  215,20190219,   62,   86,    0,    6
  215,20190220,   47,   67,    0,    7
  215,20190221,   49,    6,   22,    8
  215,20190222,   15,    6,    0,    8
  215,20190223,   33,   87,    0,    2
  215,20190224,   18,   90,    0,    3
  215,20190225,   16,   90,    0,    1
  215,20190226,   14,   89,    0,    6
  215,20190227,   20,   93,    0,    0
  215,20190228,   42,   24,    4,    5
  215,20190301,   38,   22,    3,    8
  215,20190302,   56,   25,   12,    8
  215,20190303,   94,    0,  116,    8
  215,20190304,  100,   56,   18,    7
  215,20190305,   64,   71,   18,    6
  215,20190306,   60,    0,   94,    8
  215,20190307,  101,   66,   81,    7
  215,20190308,   75,   42,   39,    7
  215,20190309,   83,   28,   25,    7
  215,20190310,   67,    8,  114,    7
  215,20190311,   89,   38,    6,    7
  215,20190312,   96,    0,   39,    8
  215,20190313,   94,   16,   35,    7
  215,20190314,   85,   12,   68,    8
  215,20190315,   77,    3,   45,    8
  215,20190316,  105,    3,   69,    8
  215,20190317,   80,   70,   47,    5
  215,20190318,   49,   76,    0,    4
  215,20190319,   27,   51,    0,    6
  215,20190320,   39,   23,    0,    8
  215,20190321,   27,    0,    0,    8
  215,20190322,   30,   42,    0,    7
  215,20190323,   37,   23,    0,    8
  215,20190324,   32,   69,    0,    5
  215,20190325,   89,   55,    5,    6
  215,20190326,   40,   33,    0,    8
  215,20190327,   24,   48,    0,    8
  215,20190328,   20,    2,    5,    7
  215,20190329,   16,   84,    0,    2
  215,20190330,   18,   72,    0,    3
  215,20190331,   56,   57,    0,    4
  215,20190401,   44,   92,    0,    1
  215,20190402,   41,   24,   11,    7
  215,20190403,   34,   33,    9,    6
  215,20190404,   30,   25,    0,    7
  215,20190405,   35,   86,    0,    7
  215,20190406,   29,   22,    5,    8
  215,20190407,   32,   75,    0,    7
  215,20190408,   28,   82,    0,    3
  215,20190409,   60,   88,    0,    6
  215,20190410,   62,   91,    0,    0
  215,20190411,   48,   84,    0,    2
  215,20190412,   45,   55,    0,    5
  215,20190413,   35,   66,    0,    3
  215,20190414,   41,   65,    0,    2
  215,20190415,   51,   70,    0,    4
  215,20190416,   48,   74,    0,    7
  215,20190417,   33,   21,    6,    8
  215,20190418,   48,   85,    0,    1
  215,20190419,   38,   92,    0,    2
  215,20190420,   38,   92,    0,    0
  215,20190421,   31,   93,    0,    0
  215,20190422,   42,   88,    0,    5
  215,20190423,   51,   74,    0,    8
  215,20190424,   48,   60,   46,    6
  215,20190425,   48,   10,   18,    7
  215,20190426,   38,   58,    0,    6
  215,20190427,   68,   27,   37,    8
  215,20190428,   20,   13,   48,    7
  215,20190429,   37,   77,    0,    5
  215,20190430,   33,    0,    0,    8
  215,20190501,   18,   10,    0,    7
  215,20190502,   35,   13,   19,    8
  215,20190503,   41,   17,   49,    7
  215,20190504,   66,   68,   16,    5
  215,20190505,   55,   58,   15,    6
  215,20190506,   35,   17,    6,    8
  215,20190507,   18,   28,    7,    8
  215,20190508,   50,   26,   26,    7
  215,20190509,   40,   72,   16,    5
  215,20190510,   29,   47,    0,    7
  215,20190511,   54,   81,    0,    4
  215,20190512,   49,   75,    2,    2
  215,20190513,   36,   87,    0,    2
  215,20190514,   37,   85,    0,    3
  215,20190515,   40,   86,    0,    2
  215,20190516,   50,   70,    0,    4
  215,20190517,   30,    1,    0,    8
  215,20190518,   24,   64,    0,    5
  215,20190519,   55,    1,    0,    8
  215,20190520,   54,    0,    0,    8
  215,20190521,   56,    0,   13,    8
  215,20190522,   25,   70,    0,    6
  215,20190523,   27,   82,    0,    6
  215,20190524,   33,   83,    0,    3
  215,20190525,   18,   37,    0,    7
  215,20190526,   59,   19,   43,    8
  215,20190527,   45,   69,    0,    7
  215,20190528,   35,   36,   46,    5
  215,20190529,   33,   67,    0,    4
  215,20190530,   59,   26,   33,    8
  215,20190531,   48,   62,    0,    7
  215,20190601,   23,   84,    0,    8
  215,20190602,   42,   66,    3,    7
  215,20190603,   39,   39,    0,    6
  215,20190604,   36,   45,   10,    7
  215,20190605,   37,    7,   42,    8
  215,20190606,   41,   65,   34,    5
  215,20190607,   53,   24,   23,    7
  215,20190608,  107,   39,   43,    7
  215,20190609,   33,   49,    0,    8
  215,20190610,   36,   17,   26,    8
  215,20190611,   31,   53,    5,    7
  215,20190612,   20,    2,   81,    6
  215,20190613,   55,   16,    7,    7
  215,20190614,   33,   51,   11,    6
  215,20190615,   25,   22,   66,    6
  215,20190616,   35,   64,    0,    5
  215,20190617,   26,   73,    0,    4
  215,20190618,   25,   58,    0,    7
  215,20190619,   30,   27,   21,    8
  215,20190620,   40,   42,    1,    6
  215,20190621,   39,   89,    0,    2
  215,20190622,   34,   79,    0,    2
  215,20190623,   34,   72,    0,    7
  215,20190624,   37,   67,    0,    7
  215,20190625,   35,   57,    0,    6
  215,20190626,   55,   46,    0,    5
  215,20190627,   51,   89,    0,    2
  215,20190628,   39,   65,    0,    3
  215,20190629,   33,   93,    0,    0
  215,20190630,   44,   73,    0,    3
  215,20190701,   50,   81,    0,    4
  215,20190702,   39,   77,    0,    2
  215,20190703,   42,   65,    0,    2
  215,20190704,   23,   84,    0,    6
  215,20190705,   33,   61,    0,    4
  215,20190706,   35,   28,   35,    6
  215,20190707,   39,   44,    0,    4
  215,20190708,   50,   32,    7,    7
  215,20190709,   28,   51,    0,    7
  215,20190710,   25,    0,   60,    8
  215,20190711,   26,   37,    0,    6
  215,20190712,   42,   18,   32,    8
  215,20190713,   51,   22,    3,    8
  215,20190714,   47,   20,   13,    8
  215,20190715,   31,    1,    0,    8
  215,20190716,   20,   42,    0,    6
  215,20190717,   14,   67,    0,    4
  215,20190718,   38,   17,    6,    8
  215,20190719,   24,   27,    0,    7
  215,20190720,   50,   36,   29,    6
  215,20190721,   34,   70,    0,    8
  215,20190722,   42,   78,    0,    4
  215,20190723,   24,   92,    0,    1
  215,20190724,   32,   78,    0,    3
  215,20190725,   32,   84,    0,    3
  215,20190726,   47,   67,    0,    6
  215,20190727,   33,   32,    5,    7
  215,20190728,   38,    1,    0,    8
  215,20190729,   29,   78,    0,    2
  215,20190730,   41,   82,    0,    2
  215,20190731,   60,   39,   45,    6
  215,20190801,   50,   44,    4,    6
  215,20190802,   64,   45,    7,    7
  215,20190803,   32,   35,    0,    7
  215,20190804,   22,   55,    0,    7
  215,20190805,   48,   46,    1,    7
  215,20190806,   43,   55,    0,    7
  215,20190807,   55,   73,    5,    4
  215,20190808,   40,   75,    0,    5
  215,20190809,   44,   13,   29,    7
  215,20190810,  104,   57,    7,    4
  215,20190811,   64,   29,    0,    6
  215,20190812,   31,   19,   49,    7
  215,20190813,   45,   50,   37,    6
  215,20190814,   45,   26,   61,    7
  215,20190815,   60,   31,   28,    7
  215,20190816,   34,   20,   30,    8
  215,20190817,   53,   17,   24,    8
  215,20190818,   48,   30,    7,    6
  215,20190819,   58,   72,    6,    5
  215,20190820,   40,   79,    0,    2
  215,20190821,   21,   63,    0,    3
  215,20190822,   27,   90,    0,    4
  215,20190823,   18,   81,    0,    5
  215,20190824,   20,   90,    0,    1
  215,20190825,   15,   84,    0,    4
  215,20190826,   19,   85,    0,    1
  215,20190827,   15,   78,    0,    2
  215,20190828,   28,   23,    8,    7
  215,20190829,   35,   48,    2,    6
  215,20190830,   29,   65,    0,    8
  215,20190831,   29,   62,    6,    5
  215,20190901,   43,   56,    9,    6
  215,20190902,   40,   73,    0,    5
  215,20190903,   46,   29,    4,    6
  215,20190904,   52,   15,   48,    7
  215,20190905,   65,   44,   10,    5
  215,20190906,   54,   11,   31,    8
  215,20190907,   41,   34,   30,    7
  215,20190908,   29,   58,   32,    5
  215,20190909,   20,   40,    0,    7
  215,20190910,   19,   19,    0,    7
  215,20190911,   49,    0,   83,    7
  215,20190912,   41,   70,    0,    5
  215,20190913,   40,   65,    2,    6
  215,20190914,   15,   88,    0,    3
  215,20190915,   30,   53,    0,    7
  215,20190916,   27,    8,   46,    8
  215,20190917,   52,   39,    0,    7
  215,20190918,   30,   55,    0,    7
  215,20190919,   15,   49,    3,    7
  215,20190920,   24,   79,    0,    5
  215,20190921,   48,   92,    0,    0
  215,20190922,   39,   62,   17,    6
  215,20190923,   34,   40,   12,    6
  215,20190924,   48,    0,   53,    8
  215,20190925,   51,    4,   48,    8
  215,20190926,   55,    0,   62,    8
  215,20190927,   68,   24,   37,    7
  215,20190928,   68,   50,   10,    7
  215,20190929,   76,    2,  104,    8
  215,20190930,   59,   49,   52,    7
  215,20191001,   58,   10,   75,    8
  215,20191002,   55,   47,   22,    6
  215,20191003,   33,   49,   25,    7
  215,20191004,   53,   15,   70,    7
  215,20191005,   31,   36,    0,    7
  215,20191006,   62,    0,  104,    8
  215,20191007,   43,    0,   21,    8
  215,20191008,   52,   13,   53,    7
  215,20191009,   62,   15,   31,    8
  215,20191010,   65,   65,    2,    6
  215,20191011,   88,    0,   66,    8
  215,20191012,   27,    5,  175,    8
  215,20191013,   49,    8,   18,    8
  215,20191014,   33,   16,    4,    8
  215,20191015,   38,    1,    5,    8
  215,20191016,   48,   22,  108,    6
  215,20191017,   34,   59,   21,    5
  215,20191018,   68,   37,   17,    8
  215,20191019,   47,   28,    4,    8
  215,20191020,   23,   10,    0,    8
  215,20191021,   34,    4,   71,    8
  215,20191022,   18,   29,   14,    7
  215,20191023,   23,   25,    0,    8
  215,20191024,   48,   45,    5,    8
  215,20191025,   69,   28,    0,    8
  215,20191026,   87,   29,   43,    8
  215,20191027,   46,   39,    6,    7
  215,20191028,   20,   42,    4,    6
  215,20191029,   26,   87,    0,    2
  215,20191030,   38,   69,    0,    0
  215,20191031,   37,   85,    0,    5
  215,20191101,   38,    0,   92,    8
  215,20191102,   80,   33,   57,    8
  215,20191103,   30,   21,   57,    7
  215,20191104,   33,   23,    9,    8
  215,20191105,   20,   21,    9,    8
  215,20191106,   19,   51,   10,    8
  215,20191107,   42,    4,   50,    6
  215,20191108,   32,   87,    0,    2
  215,20191109,   52,   25,   24,    6
  215,20191110,   13,   83,    0,    2
  215,20191111,   55,    2,   65,    8
  215,20191112,   68,   17,  112,    8
  215,20191113,   41,   12,   33,    7
  215,20191114,   36,   22,    4,    8
  215,20191115,   40,    0,    0,    8
  215,20191116,   20,   25,    0,    8
  215,20191117,   20,   69,    0,    6
  215,20191118,   40,    0,   79,    7
  215,20191119,   29,   17,   35,    6
  215,20191120,   26,   87,    0,    5
  215,20191121,   45,    4,    0,    8
  215,20191122,   48,   53,    9,    6 
  215,20191123,   50,    0,    0,    6 
  215,20191124,   20,   60,    0,    6 
  215,20191125,   39,   34,    0,    6 
  215,20191126,   54,    0,   19,    6 
  215,20191127,   68,    8,   86,    6 
  215,20191128,   66,    2,   95,    6
  215,20191129,   41,   33,    2,    5
  215,20191130,   12,   50,    7,    3
  215,20191201,   22,   67,    0,    6
  215,20191202,   36,   31,   23,    6
  215,20191203,   34,   47,    0,    4
  215,20191204,   19,   88,    0,    0
  215,20191205,   47,   28,    5,    7
  215,20191206,   93,    0,   99,    8
  215,20191207,   66,    0,    0,    8
  215,20191208,   93,   32,   34,    7
  215,20191209,   76,   10,   60,    6
  215,20191210,   73,   42,    8,    7
  215,20191211,   41,   10,   27,    8
  215,20191212,   63,   64,   35,    6
  215,20191213,   53,    6,   60,    8
  215,20191214,   77,   15,   47,    7
  215,20191215,   81,   30,    6,    6
  215,20191216,   37,    0,   46,    8
  215,20191217,   39,    6,   41,    8
  215,20191218,   42,   73,    0,    6
  215,20191219,   53,    8,   15,    8
  215,20191220,   69,    3,   31,    7
  215,20191221,   55,    0,   13,    7
  215,20191222,   49,    0,   69,    8
  215,20191223,   55,   17,    8,    6
  215,20191224,   64,    6,   37,    8
  215,20191225,   39,   21,   15,    8
  215,20191226,   35,    0,   36,    8
  215,20191227,   35,   82,   13,    5
  215,20191228,   20,   43,    0,    8
  215,20191229,   28,   13,    0,    8
  215,20191230,   48,   84,    0,    3
  215,20191231,   27,   64,    0,    7
  235,20180101,   81,   57,   11,    7
  235,20180102,   72,   17,   52,    7
  235,20180103,  145,    6,   63,    8
  235,20180104,   92,    3,   20,    8
