  STN,YYYYMMDD,   FG,   SP,   DR,   NG 
  290,20180812,   25,   40,    0,    8
  290,20180813,   36,   20,   21,    7
  290,20180814,   46,   37,   12,    8
  290,20180815,   29,    9,    0,    7
  290,20180816,   38,   78,    0,    5
  290,20180817,   17,   44,   47,    6
  290,20180818,   29,   55,    0,    5
  290,20180819,   41,   63,    0,    6
  290,20180820,   27,   10,    2,    8
  290,20180821,   10,   13,    0,    6
  290,20180822,   17,   69,    0,    4
  290,20180823,   33,   23,   13,    5
  290,20180824,   40,   40,    6,    7
  290,20180825,   33,   29,   60,    7
  290,20180826,   33,   66,   16,    6
  290,20180827,   53,   13,   36,    8
  290,20180828,   20,   17,    0,    7
  290,20180829,   26,   37,   65,    6
  290,20180830,   31,   28,    3,    7
  290,20180831,   10,   36,    0,    6
  290,20180901,   19,   78,    0,    1
  290,20180902,   31,   85,    0,    2
  290,20180903,   22,   23,   10,    8
  290,20180904,   13,   56,    0,    6
  290,20180905,   20,   72,    0,    5
  290,20180906,   17,    7,   49,    8
  290,20180907,   40,   41,   26,    5
  290,20180908,   39,   42,    0,    7
  290,20180909,   35,   46,    0,    8
  290,20180910,   29,    5,    0,    8
  290,20180911,   50,   20,    0,    8
  290,20180912,   29,    2,   20,    8
  290,20180913,   15,   76,    0,    3
  290,20180914,   25,   84,    0,    4
  290,20180915,   30,   35,    2,    8
  290,20180916,   25,   65,    0,    7
  290,20180917,   20,   83,    0,    8
  290,20180918,   48,   92,    0,    1
  290,20180919,   48,   80,    0,    6
  290,20180920,   45,   64,    0,    7
  290,20180921,   71,   33,   57,    7
  290,20180922,   43,    8,   64,    7
  290,20180923,   27,    2,   87,    7
  290,20180924,   35,   81,    5,    2
  290,20180925,   13,   74,    0,    4
  290,20180926,   40,   71,    0,    7
  290,20180927,   24,   72,    0,    3
  290,20180928,   29,   52,    0,    6
  290,20180929,    5,   81,    0,    6
  290,20180930,   17,   61,    0,    6
  290,20181001,   38,   66,    2,    5
  290,20181002,   53,    7,   43,    6
  290,20181003,   36,   71,    0,    7
  290,20181004,   33,    3,   10,    6
  290,20181005,   19,   90,    0,    5
  290,20181006,   25,   78,   11,    7
  290,20181007,   26,   62,    0,    7
  290,20181008,   16,   71,    0,    8
  290,20181009,   14,   65,    0,    7
  290,20181010,   25,   90,    0,    2
  290,20181011,   28,   65,    0,    3
  290,20181012,   42,   90,    0,    7
  290,20181013,   39,   81,    0,    6
  290,20181014,   40,   79,    0,    3
  290,20181015,   22,   80,    0,    5
  290,20181016,   15,   85,    0,    7
  290,20181017,   15,   67,    0,    8
  290,20181018,   28,   34,   11,    8
  290,20181019,   22,   93,    0,    6
  290,20181020,   13,   61,    0,    5
  290,20181021,   16,   36,    0,    7
  290,20181022,   28,   53,    6,    5
  290,20181023,   61,    0,   30,    8
  290,20181024,   49,   17,   69,    8
  290,20181025,   41,    4,   27,    8
  290,20181026,   50,    0,   23,    7
  290,20181027,   30,   74,    5,    3
  290,20181028,   45,   52,    0,    5
  290,20181029,   53,    0,    0,    8
  290,20181030,   55,    3,   83,    8
  290,20181031,   43,   59,    0,    7
  290,20181101,   30,   15,   44,    8
  290,20181102,   33,   20,    0,    6
  290,20181103,   21,   82,    0,    6
  290,20181104,   19,   36,    0,    5
  290,20181105,   18,    0,    0,    8
  290,20181106,   24,   56,    0,    7
  290,20181107,   43,   74,    8,    6
  290,20181108,   28,   86,    0,    3
  290,20181109,   30,   53,   10,    7
  290,20181110,   48,    5,   31,    8
  290,20181111,   50,   15,   58,    8
  290,20181112,   21,    2,   75,    8
  290,20181113,   49,   32,    0,    5
  290,20181114,   29,   84,    0,    8
  290,20181115,   20,   84,    0,    5
  290,20181116,   20,   83,    0,    3
  290,20181117,   38,   86,    0,    0
  290,20181118,   40,   68,    0,    4
  290,20181119,   57,   19,    6,    7
  290,20181120,   57,    0,   27,    8
  290,20181121,   34,   20,    0,    6
  290,20181122,   30,    0,    0,    8
  290,20181123,   22,   58,    0,    4
  290,20181124,   30,    0,   57,    8
  290,20181125,   32,    0,    0,    8
  290,20181126,   35,    0,    0,    8
  290,20181127,   24,    0,    0,    7
  290,20181128,   49,    2,   20,    8
  290,20181129,   60,    0,   70,    8
  290,20181130,   48,   15,    0,    6
  290,20181201,   54,   33,   46,    7
  290,20181202,   57,    0,  101,    8
  290,20181203,   53,    6,   54,    7
  290,20181204,   23,   81,    0,    4
  290,20181205,   31,    6,   21,    8
  290,20181206,   51,    0,   44,    8
  290,20181207,   66,    0,  136,    7
  290,20181208,   80,    4,   61,    7
  290,20181209,   65,   23,   30,    7
  290,20181210,   49,   43,   12,    5
  290,20181211,   27,   58,    0,    5
  290,20181212,   15,   14,    0,    6
  290,20181213,   34,   17,    0,    6
  290,20181214,   32,   50,    0,    7
  290,20181215,   35,    0,    0,    8
  290,20181216,   33,    0,   31,    8
  290,20181217,   38,    0,   58,    8
  290,20181218,   42,   64,    0,    8
  290,20181219,   45,    0,   10,    8
  290,20181220,   49,    0,   24,    8
  290,20181221,   70,    0,  140,    8
  290,20181222,   43,    3,   86,    8
  290,20181223,   33,    0,  134,    8
  290,20181224,   25,   75,    4,    6
  290,20181225,   41,   39,    0,    8
  290,20181226,   36,    0,    7,    8
  290,20181227,   17,   18,    0,    8
  290,20181228,   20,    0,    0,    7
  290,20181229,   56,    0,   23,    8
  290,20181230,   38,    6,   42,    8
  290,20181231,   36,    0,    5,    8
  290,20190101,   60,    6,   31,    7
  290,20190102,   35,   47,    0,    6
  290,20190103,   24,   22,    4,    7
  290,20190104,   35,    0,   22,    8
  290,20190105,   54,    0,  158,    8
  290,20190106,   34,    3,   72,    8
  290,20190107,   49,    0,   75,    8
  290,20190108,   81,   16,   56,    7
  290,20190109,   43,   63,   11,    4
  290,20190110,   17,    0,   68,    8
  290,20190111,   40,    0,   55,    8
  290,20190112,   53,    0,   76,    8
  290,20190113,   68,    0,  117,    8
  290,20190114,   43,   55,    5,    6
  290,20190115,   63,    0,    7,    8
  290,20190116,   67,    0,   25,    8
  290,20190117,   45,   18,   48,    6
  290,20190118,   22,   85,    0,    4
  290,20190119,   27,   76,    0,    8
  290,20190120,   15,   83,    0,    2
  290,20190121,   19,   85,    0,    4
  290,20190122,   45,   42,   59,    8
  290,20190123,   25,    0,   12,    7 
  290,20190124,   18,    0,    0,    7 
  290,20190125,   32,    2,   68,    8
  290,20190126,   59,    0,  104,    8
  290,20190127,   56,    3,   71,    8
  290,20190128,   54,    0,   91,    7
  290,20190129,   33,   70,    0,    7
  290,20190130,   28,    3,   38,    8
  290,20190131,   32,   46,    3,    7
  290,20190201,   29,    0,   19,    8
  290,20190202,   28,    0,  101,    8
  290,20190203,   20,   65,    3,    3
  290,20190204,   63,    8,   34,    7
  290,20190205,   35,    0,    0,    8
  290,20190206,   45,    0,  136,    8
  290,20190207,   75,   40,   57,    8
  290,20190208,   71,    0,   33,    8
  290,20190209,   85,   20,    3,    8
  290,20190210,   59,    1,  155,    8
  290,20190211,   48,   46,   16,    6
  290,20190212,   39,   38,    1,    8
  290,20190213,   38,    0,    0,    8
  290,20190214,   19,   74,    0,    6
  290,20190215,   17,   91,    0,    0
  290,20190216,   29,   89,    0,    5
  290,20190217,   26,   75,    0,    8
  290,20190218,   26,   88,    0,    4
  290,20190219,   50,   29,    9,    7
  290,20190220,   38,   45,    0,    8
  290,20190221,   40,   11,   36,    8
  290,20190222,   20,    9,   46,    8
  290,20190223,   26,   84,    0,    7
  290,20190224,   10,   92,    0,    3
  290,20190225,   10,   90,    0,    4
  290,20190226,    7,   89,    0,    6
  290,20190227,   20,   91,    0,    0
  290,20190228,   35,   49,   22,    6
  290,20190301,   31,    0,   12,    8
  290,20190302,   40,   24,    6,    8
  290,20190303,   77,    0,   91,    8
  290,20190304,   89,   14,   26,    8
  290,20190305,   59,   40,   17,    7
  290,20190306,   59,    6,   55,    8
  290,20190307,   82,   44,   58,    7
  290,20190308,   62,   48,   75,    7
  290,20190309,   74,   18,   55,    8
  290,20190310,   43,    0,  134,    8
  290,20190311,   68,   21,   78,    8
  290,20190312,   73,    3,   39,    8
  290,20190313,   83,    5,   53,    8
  290,20190314,   71,    3,   90,    7
  290,20190315,   62,   11,   53,    8
  290,20190316,   67,    0,   60,    8
  290,20190317,   67,   40,   36,    6
  290,20190318,   51,   57,   11,    5
  290,20190319,   18,   76,    0,    3
  290,20190320,   31,    2,    0,    7
  290,20190321,   25,   63,    0,    7
  290,20190322,   19,   73,    0,    6
  290,20190323,   28,    6,    4,    8
  290,20190324,   28,   71,    0,    4
  290,20190325,   58,   42,   26,    7
  290,20190326,   36,    4,    4,    8
  290,20190327,   20,   33,    0,    8
  290,20190328,   10,   13,    0,    7
  290,20190329,   13,   86,    0,    0
  290,20190330,   23,   63,    0,    3
  290,20190331,   45,   59,    0,    4
  290,20190401,   39,   91,    0,    0
  290,20190402,   42,   55,    7,    7
  290,20190403,   27,    0,   15,    8
  290,20190404,   13,    0,   71,    8
  290,20190405,   19,    1,   33,    8
  290,20190406,   27,   12,    0,    6
  290,20190407,   36,   87,    0,    4
  290,20190408,   38,   90,    0,    3
  290,20190409,   58,   87,    0,    5
  290,20190410,   55,   92,    0,    0
  290,20190411,   38,   54,    0,    4
  290,20190412,   37,   18,    0,    7
  290,20190413,   37,   60,    3,    4
  290,20190414,   40,   63,    6,    6
  290,20190415,   42,   81,    0,    2
  290,20190416,   42,   92,    0,    2
  290,20190417,   33,   44,    0,    7
  290,20190418,   44,   85,    0,    6
  290,20190419,   42,   92,    0,    1
  290,20190420,   39,   92,    0,    0
  290,20190421,   25,   93,    0,    0
  290,20190422,   53,   94,    0,    2
  290,20190423,   50,   88,    0,    4
  290,20190424,   46,   52,   16,    7
  290,20190425,   45,   50,   13,    6
  290,20190426,   25,   16,   17,    7
  290,20190427,   38,   27,   46,    7
  290,20190428,   23,   20,    0,    6
  290,20190429,   28,   30,    0,    7
  290,20190430,   28,   47,    0,    5
  290,20190501,   25,   32,    0,    7
  290,20190502,   38,   16,   14,    8
  290,20190503,   37,   37,   33,    8
  290,20190504,   35,   64,   12,    5
  290,20190505,   33,   32,   14,    7
  290,20190506,   31,   18,   14,    8
  290,20190507,   19,   37,    0,    7
  290,20190508,   39,    5,   24,    8
  290,20190509,   37,   44,   16,    6
  290,20190510,   26,    6,   10,    8
  290,20190511,   45,   62,    0,    4
  290,20190512,   33,   64,    0,    2
  290,20190513,   29,   88,    0,    2
  290,20190514,   29,   90,    0,    4
  290,20190515,   38,   91,    0,    3
  290,20190516,   42,   18,    0,    8
  290,20190517,   28,    3,   13,    8
  290,20190518,   17,   42,    0,    6
  290,20190519,   18,   49,   15,    7
  290,20190520,   38,    8,    0,    8
  290,20190521,   49,    0,    9,    8
  290,20190522,   33,   51,    0,    7
  290,20190523,   23,   75,    0,    7
  290,20190524,   35,   73,    0,    6
  290,20190525,   21,   40,    0,    6
  290,20190526,   53,   15,   17,    8
  290,20190527,   39,   41,    7,    7
  290,20190528,   25,   15,   33,    6
  290,20190529,   21,   88,    0,    3
  290,20190530,   45,   12,    0,    8
  290,20190531,   37,   43,    0,    7
  290,20190601,   26,   79,    0,    8
  290,20190602,   40,   86,    0,    6
  290,20190603,   25,   20,    5,    6
  290,20190604,   30,   48,    0,    7
  290,20190605,   33,   47,    2,    7
  290,20190606,   34,   29,   26,    7
  290,20190607,   47,   57,    8,    5
  290,20190608,   76,   27,   21,    6
  290,20190609,   32,   58,    0,    6
  290,20190610,   28,   29,   20,    8
  290,20190611,   29,   46,   15,    7
  290,20190612,   34,   32,   32,    6
  290,20190613,   48,   62,    2,    6
  290,20190614,   21,   72,    1,    6
  290,20190615,   33,   39,   36,    7
  290,20190616,   30,   60,    0,    3
  290,20190617,   17,   81,    0,    3
  290,20190618,   18,   54,    0,    8
  290,20190619,   21,   51,   10,    6
  290,20190620,   33,   20,    5,    8
  290,20190621,   32,   64,    0,    3
  290,20190622,   37,   86,    0,    2
  290,20190623,   35,   89,    0,    4
  290,20190624,   38,   79,    0,    7
  290,20190625,   32,   69,    0,    7
  290,20190626,   39,   60,    0,    3
  290,20190627,   42,   83,    0,    3
  290,20190628,   28,   64,    0,    3
  290,20190629,   22,   93,    0,    0
  290,20190630,   44,   84,    0,    3
  290,20190701,   47,   68,    0,    3
  290,20190702,   32,   59,    0,    4
  290,20190703,   28,   62,    0,    4
  290,20190704,   18,   80,    0,    6
  290,20190705,   35,   62,    0,    6
  290,20190706,   36,   19,   35,    7
  290,20190707,   31,   11,    0,    7
  290,20190708,   37,   14,    5,    8
  290,20190709,   32,   48,    0,    6
  290,20190710,   17,   24,    3,    8
  290,20190711,   20,   14,   25,    7
  290,20190712,   27,   13,   21,    8
  290,20190713,   36,   27,    2,    7
  290,20190714,   29,    9,    2,    8
  290,20190715,   29,   24,    0,    7
  290,20190716,   23,    0,    0,    8
  290,20190717,   13,   38,    0,    7
  290,20190718,   35,   48,    0,    8
  290,20190719,   24,   44,    0,    8
  290,20190720,   34,   27,   12,    7
  290,20190721,   33,   62,    0,    6
  290,20190722,   27,   44,    0,    6
  290,20190723,   15,   93,    0,    3
  290,20190724,   26,   82,    0,    3
  290,20190725,   20,   81,    0,    2
  290,20190726,   42,   90,    0,    4
  290,20190727,   42,   72,    0,    3
  290,20190728,   40,   39,    0,    6
  290,20190729,   25,   35,    0,    5
  290,20190730,   31,   65,    0,    2
  290,20190731,   35,   26,    2,    6
  290,20190801,   32,   42,    6,    6
  290,20190802,   24,   20,    0,    5
  290,20190803,   23,   10,    0,    7
  290,20190804,   14,   39,    0,    7
  290,20190805,   30,   32,    0,    7
  290,20190806,   36,   46,    2,    7
  290,20190807,   40,   49,    1,    5
  290,20190808,   38,   49,    0,    5
  290,20190809,   31,    5,   23,    8
  290,20190810,   65,   56,    4,    4
  290,20190811,   51,   41,    0,    5
  290,20190812,   39,   58,   20,    4
  290,20190813,   40,   44,   23,    5
  290,20190814,   32,   69,   35,    5
  290,20190815,   47,   24,   23,    7
  290,20190816,   37,   56,   20,    7
  290,20190817,   41,    0,   40,    8
  290,20190818,   30,   23,   73,    8
  290,20190819,   44,   50,    5,    4
  290,20190820,   30,   57,    9,    3
  290,20190821,   15,   82,    0,    3
  290,20190822,   24,   91,    0,    4
  290,20190823,   15,   83,    0,    7
  290,20190824,   28,   92,    0,    0
  290,20190825,   19,   92,    0,    1
  290,20190826,   23,   83,    0,    1
  290,20190827,   15,   85,    0,    3
  290,20190828,   25,   65,    4,    7
  290,20190829,   28,   48,   24,    6
  290,20190830,   16,   87,    0,    6
  290,20190831,   25,   89,    4,    5
  290,20190901,   30,   26,    0,    6
  290,20190902,   30,   74,    0,    5
  290,20190903,   42,    4,    0,    8
  290,20190904,   46,   16,   17,    6
  290,20190905,   46,   48,    8,    5
  290,20190906,   43,   37,    7,    7
  290,20190907,   18,   46,   17,    5
  290,20190908,   13,   23,   19,    7
  290,20190909,   13,   60,    0,    6
  290,20190910,   17,   60,    0,    3
  290,20190911,   43,   18,   70,    6
  290,20190912,   39,   50,    1,    6
  290,20190913,   34,   49,   12,    6
  290,20190914,   12,   85,    0,    4
  290,20190915,   32,   57,    0,    8
  290,20190916,   15,    9,   86,    7
  290,20190917,   39,   56,    4,    7
  290,20190918,   19,   48,    0,    7
  290,20190919,   12,   80,    0,    7
  290,20190920,   10,   84,    0,    4
  290,20190921,   28,   92,    0,    0
  290,20190922,   30,   73,    3,    5
  290,20190923,   26,   19,   46,    7
  290,20190924,   33,    2,   27,    8
  290,20190925,   34,   18,   24,    8
  290,20190926,   46,    0,   69,    8
  290,20190927,   49,   36,    2,    7
  290,20190928,   64,   36,    9,    7
  290,20190929,   59,    0,  157,    8
  290,20190930,   56,   58,   30,    7
  290,20191001,   53,   13,  122,    8
  290,20191002,   38,   69,   17,    5
  290,20191003,   28,   49,    8,    7
  290,20191004,   34,    0,   82,    8
  290,20191005,   23,   64,    0,    7
  290,20191006,   42,    5,   28,    8
  290,20191007,   37,   55,    0,    6
  290,20191008,   49,    2,   59,    7
  290,20191009,   50,   12,   44,    7
  290,20191010,   58,   52,    8,    7
  290,20191011,   73,    4,   41,    8
  290,20191012,   32,    0,   39,    8
  290,20191013,   46,   29,   11,    8
  290,20191014,   26,   61,    1,    8
  290,20191015,   30,   23,   77,    8
  290,20191016,   45,   21,  106,    8
  290,20191017,   33,    8,   87,    8
  290,20191018,   54,   33,    9,    6
  290,20191019,   42,    3,   33,    8
  290,20191020,   25,    0,   69,    8
  290,20191021,   34,   33,    2,    8
  290,20191022,   28,   30,    0,    7
  290,20191023,   23,   40,    0,    8
  290,20191024,   35,   34,    0,    8
  290,20191025,   56,   49,    6,    8
  290,20191026,   76,   66,    0,    8
  290,20191027,   40,   23,   37,    6
  290,20191028,   16,   68,    7,    4
  290,20191029,   17,   68,    0,    2
  290,20191030,   27,   85,    0,    0
  290,20191031,   27,   91,    0,    1
  290,20191101,   35,    0,   92,    8
  290,20191102,   58,   34,   36,    8
  290,20191103,   31,   15,   55,    8
  290,20191104,   32,   26,   17,    7
  290,20191105,   25,   11,   35,    8
  290,20191106,   19,   27,   26,    8
  290,20191107,   37,    1,   30,    6
  290,20191108,   21,   84,    0,    4
  290,20191109,   38,   23,    2,    5
  290,20191110,   15,   84,    0,    1
  290,20191111,   54,   14,   25,    8
  290,20191112,   52,    3,   16,    5
  290,20191113,   48,   25,   18,    7
  290,20191114,   33,   20,    0,    7
  290,20191115,   33,    0,    0,    8
  290,20191116,   25,   34,    0,    8
  290,20191117,   28,    3,   49,    7
  290,20191118,   36,    0,  216,    8
  290,20191119,   31,   15,   32,    4
  290,20191120,   17,    0,    0,    7
  290,20191121,   26,   15,    0,    8
  290,20191122,   33,   48,   10,    7
  290,20191123,   40,   45,    0,    8
  290,20191124,   14,   51,    0,    8
  290,20191125,   15,   18,    0,    7
  290,20191126,   38,    2,   13,    8
  290,20191127,   51,    6,   52,    8
  290,20191128,   65,    5,   94,    8
  290,20191129,   34,   34,    0,    4
  290,20191130,   10,   84,    0,    1
  290,20191201,   10,    0,    0,    8
  290,20191202,   24,   66,    2,    6
  290,20191203,   30,   40,   10,    6
  290,20191204,   17,   81,    0,    4
  290,20191205,   41,    0,    0,    6
  290,20191206,   77,    0,  147,    8
  290,20191207,   58,    0,   17,    8
  290,20191208,   80,    9,   44,    7
  290,20191209,   50,    9,   46,    7
  290,20191210,   54,   82,    0,    6
  290,20191211,   46,    0,   81,    8
  290,20191212,   50,   19,    3,    7
  290,20191213,   40,    0,   91,    8
  290,20191214,   60,   35,   60,    7
  290,20191215,   71,   54,   13,    6
  290,20191216,   35,    0,   21,    8
  290,20191217,   50,   17,   19,    8
  290,20191218,   31,   21,    0,    7
  290,20191219,   38,   83,    0,    6
  290,20191220,   55,    7,   28,    7
  290,20191221,   48,   38,    3,    6
  290,20191222,   44,    9,   67,    8
  290,20191223,   48,    3,   20,    8
  290,20191224,   47,    0,   58,    8
  290,20191225,   28,   12,   20,    8
  290,20191226,   19,   13,    8,    8
  290,20191227,   29,   80,    0,    5
  290,20191228,   22,   47,    0,    8
  290,20191229,   26,   23,    0,    8
  290,20191230,   47,   67,    0,    4
  290,20191231,   17,    0,    6,    8
  310,20180101,   90,   20,   64,    7
  310,20180102,   91,    0,   89,    8
  310,20180103,  158,    6,   24,    7
  310,20180104,  114,   18,   28,    7
  310,20180105,   74,    2,   36,    6
  310,20180106,   43,    6,    0,    8
  310,20180107,   98,   65,    0,    5
  310,20180108,   68,    0,    0,    8
  310,20180109,   47,    0,    3,    8
  310,20180110,   60,   13,   55,    8
  310,20180111,   24,    2,    0,    8
  310,20180112,   28,    0,    0,    8
  310,20180113,   58,    6,    0,    8
  310,20180114,   53,   60,    0,    4
  310,20180115,  115,    0,   76,    8
  310,20180116,  112,   38,    0,    7
  310,20180117,  126,   43,    8,    7
  310,20180118,  114,   44,   50,    7
  310,20180119,   81,   46,    2,    4
  310,20180120,   48,    0,   60,    8
  310,20180121,   54,   13,   47,    7
  310,20180122,   59,   39,   18,    7
  310,20180123,   88,   14,   25,    8
  310,20180124,  120,    6,   36,    8
  310,20180125,   64,    6,    6,    8
  310,20180126,   40,   48,    0,    6
  310,20180127,   83,   33,   19,    8
  310,20180128,  104,   10,    0,    8
  310,20180129,  123,    3,   16,    6
  310,20180130,   37,   87,    1,    7
  310,20180131,  110,    8,   65,    8
  310,20180201,   79,   52,   42,    6
  310,20180202,   63,   41,   45,    7
  310,20180203,   34,    0,   64,    7
  310,20180204,   67,   63,    0,    7
  310,20180205,   67,   88,    3,    2
  310,20180206,   50,   72,    0,    2
  310,20180207,   31,   85,    0,    4
  310,20180208,   53,   73,    0,    6
  310,20180209,   80,    0,   63,    8
  310,20180210,   85,   65,   56,    7
  310,20180211,  104,   61,   21,    6
  310,20180212,   74,   82,    0,    5
  310,20180213,   92,   91,    0,    5
  310,20180214,   98,   68,   18,    5
  310,20180215,   78,   38,   42,    5
  310,20180216,   40,   90,    0,    3
  310,20180217,   32,   68,    0,    4
  310,20180218,   40,   84,    0,    5
  310,20180219,   50,    0,   57,    8
  310,20180220,   30,   11,    0,    7
  310,20180221,   45,   89,    0,    0
  310,20180222,   68,   90,    0,    0
  310,20180223,   72,   88,    0,    0
  310,20180224,   85,   92,    0,    3
  310,20180225,   80,   91,    0,    0
  310,20180226,   72,   83,    0,    1
  310,20180227,   55,   91,    0,    2
  310,20180228,   92,   93,    0,    3
  310,20180301,  124,   17,    0,    8
  310,20180302,  113,    0,   84,    8
  310,20180303,   63,   50,    0,    8
  310,20180304,   60,   36,   47,    6
  310,20180305,   65,   65,    0,    7
  310,20180306,   35,   19,    0,    7
  310,20180307,   39,    2,   45,    6
  310,20180308,  100,   45,   25,    5
  310,20180309,   52,   16,   50,    8
  310,20180310,   65,    2,   21,    8
  310,20180311,   43,   34,   65,    7
  310,20180312,   78,   24,   40,    8
  310,20180313,   61,    4,   77,    7
  310,20180314,   60,   77,    0,    6
  310,20180315,   80,    4,   82,    8
  310,20180316,   50,   38,    0,    8
  310,20180317,  112,    3,   50,    8
  310,20180318,   91,   14,    0,    8
  310,20180319,   77,   83,    0,    4
  310,20180320,   65,   78,    6,    7
  310,20180321,   44,   67,    0,    7
  310,20180322,   70,    0,   68,    8
  310,20180323,   79,   13,    0,    7
  310,20180324,   47,   62,    0,    5
  310,20180325,   44,    5,    0,    7
  310,20180326,   28,   72,    0,    4
  310,20180327,   55,    4,   65,    8
  310,20180328,   51,    0,   77,    8
  310,20180329,   52,   59,   15,    7
  310,20180330,   67,    9,   19,    8
  310,20180331,   37,   24,   18,    7
  310,20180401,   40,   19,   13,    8
  310,20180402,   71,   10,   68,    8
  310,20180403,   77,   28,   40,    8
  310,20180404,   79,   42,   12,    7
  310,20180405,   65,   43,   15,    8
  310,20180406,   83,   85,    0,    7
  310,20180407,   55,   66,    0,    7
  310,20180408,   31,   37,    9,    8
  310,20180409,   40,   10,   27,    8
  310,20180410,   44,   62,   19,    8
  310,20180411,   25,   20,   20,    7
  310,20180412,   38,    0,    0,    7
  310,20180413,   38,    8,    0,    8
  310,20180414,   25,   45,   40,    7
  310,20180415,   33,   19,   26,    7
  310,20180416,   44,   67,    0,    4
  310,20180417,   57,   81,    0,    5
  310,20180418,   38,   91,    0,    7
  310,20180419,   41,   92,    0,    4
  310,20180420,   31,   91,    0,    2
  310,20180421,   36,   92,    0,    3
  310,20180422,   58,   74,    5,    5
  310,20180423,   80,   84,    0,    5
  310,20180424,   84,   11,    0,    8
  310,20180425,  105,   68,    7,    6
  310,20180426,  101,   69,    0,    6
  310,20180427,   43,    8,    4,    8
  310,20180428,   61,    8,    5,    7
  310,20180429,   58,    0,   74,    8
  310,20180430,   62,    0,  171,    8
  310,20180501,   80,   63,   28,    5
  310,20180502,   89,   57,   11,    4
  310,20180503,   33,   86,    0,    2
  310,20180504,   35,   93,    0,    0
  310,20180505,   52,   93,    0,    0
  310,20180506,   35,   93,    0,    0
  310,20180507,   36,   92,    0,    0
  310,20180508,   32,   92,    0,    0
  310,20180509,   46,   81,    0,    5
  310,20180510,   54,   52,    0,    5
  310,20180511,   38,   80,    0,    5
  310,20180512,   47,   32,    0,    8
  310,20180513,   55,   16,   19,    8
  310,20180514,   73,    1,    0,    7
  310,20180515,   55,   83,    0,    1
  310,20180516,   83,   13,    0,    7
  310,20180517,   68,   69,    0,    6
  310,20180518,   41,   20,    0,    8
  310,20180519,   29,    1,    0,    7
  310,20180520,   43,   73,    0,    4
  310,20180521,   37,   40,   34,    7
  310,20180522,   45,   61,    0,    6
  310,20180523,   48,   29,   29,    7
  310,20180524,   50,   44,   36,    6
  310,20180525,   30,   41,    0,    7
  310,20180526,   40,   65,    0,    5
  310,20180527,   55,   23,   11,    7
  310,20180528,   35,   79,    0,    7
  310,20180529,   44,   40,   10,    7
  310,20180530,   24,   47,    0,    4
  310,20180531,   28,   31,   41,    6
  310,20180601,   47,    0,    7,    8
  310,20180602,   48,   13,    0,    6
  310,20180603,   36,   76,    0,    3
  310,20180604,   50,   18,    0,    7
  310,20180605,   58,   24,    0,    5
  310,20180606,   55,   91,    0,    0
  310,20180607,   30,   24,   17,    7
  310,20180608,   42,   41,    0,    7
  310,20180609,   53,   54,    0,    5
  310,20180610,   55,   65,    0,    5
  310,20180611,   62,   76,    0,    5
  310,20180612,   56,   12,    0,    7
  310,20180613,   42,   66,    0,    6
  310,20180614,   70,   22,    4,    7
  310,20180615,   28,   63,    0,    7
  310,20180616,   72,   31,    0,    7
  310,20180617,   87,    5,    1,    8
  310,20180618,   80,   19,    0,    6
  310,20180619,   54,   12,    0,    7
  310,20180620,   59,   51,    0,    4
  310,20180621,   79,   63,    0,    4
  310,20180622,   65,   57,    0,    4
  310,20180623,   40,   76,    0,    5
  310,20180624,   40,   47,    0,    7
  310,20180625,   36,   54,    0,    4
  310,20180626,   49,   91,    0,    2
  310,20180627,   53,   90,    0,    0
  310,20180628,   60,   92,    0,    0
  310,20180629,   63,   92,    0,    0
  310,20180630,   50,   92,    0,    0
  310,20180701,   70,   92,    0,    0
  310,20180702,   63,   93,    0,    0
  310,20180703,   68,   77,    0,    4
  310,20180704,   38,   79,    0,    5
  310,20180705,   32,   77,    0,    4
  310,20180706,   27,   79,    0,    4
  310,20180707,   27,   63,    0,    6
  310,20180708,   39,   80,    0,    2
  310,20180709,   49,   43,    0,    7
  310,20180710,   64,    2,    0,    7
  310,20180711,   45,   71,    9,    6
  310,20180712,   48,   50,    0,    5
  310,20180713,   37,   56,    0,    4
  310,20180714,   35,   92,    0,    0
  310,20180715,   30,   86,    0,    4
  310,20180716,   28,   67,    0,    7
  310,20180717,   68,   87,    0,    2
  310,20180718,   43,   81,    0,    5
  310,20180719,   36,   74,    0,    5
  310,20180720,   30,   44,    0,    7
  310,20180721,   40,   88,    0,    3
  310,20180722,   32,   48,    0,    7
  310,20180723,   36,   92,    0,    1
  310,20180724,   29,   78,    0,    3
  310,20180725,   33,   64,    0,    3
  310,20180726,   34,   83,    0,    2
  310,20180727,   49,   52,    7,    5
  310,20180728,   77,   60,   34,    5
  310,20180729,   78,   19,    6,    8
  310,20180730,   51,   30,   12,    8
  310,20180731,   53,   73,    0,    4
  310,20180801,   35,   71,    0,    5
  310,20180802,   30,   84,    0,    2
  310,20180803,   33,   92,    0,    1
  310,20180804,   49,   75,    0,    7
  310,20180805,   45,   91,    0,    1
  310,20180806,   35,   91,    0,    2
  310,20180807,   33,   58,   18,    5
  310,20180808,   84,   33,    3,    6
  310,20180809,   57,    3,   78,    7
  310,20180810,   94,   45,   44,    5
  310,20180811,   48,   85,    0,    5
  310,20180812,   59,   28,    7,    8
  310,20180813,   71,   41,   20,    7
  310,20180814,   65,   30,    2,    7
  310,20180815,   66,    9,    0,    6
  310,20180816,   63,   40,   36,    6
